airline_name,icao,model_code,model_name,registration,lat,lng,alt
Air Arabia,ABY,A320,Airbus A320-214,A6-AUF,22.868042,69.861755,34000
Air Arabia,ABY,A320,Airbus A320-214,A6-AUJ,14.894943,73.709587,33000
Air Arabia,ABY,A321,Airbus A321-211,A6-ATH,33.269291,44.228436,0
Air Arabia,ABY,A320,Airbus A320-214,SU-AAI,36.325176,25.971739,37025
Air Arabia (20th Anniversary Stickers),ABY,A21N,Airbus A321-251NX,A6-ATE,24.475863,57.892818,32000
Air Arabia,ABY,A320,Airbus A320-214,A6-AUI,27.324646,46.481289,37025
Air Arabia,ABY,A320,Airbus A320-214,CN-NMI,38.274227,-3.618204,37000
Air Arabia,ABY,A21N,Airbus A321-251NX,A6-ATC,8.410128,46.535294,33000
Air Arabia,ABY,A320,Airbus A320-214,A6-AOW,25.844238,54.52359,15550
Air Arabia,ABY,A320,Airbus A320-214,A6-AOE,28.304581,44.311665,37000
Air Arabia,ABY,A21N,Airbus A321-251NX,A6-ATF,22.961197,71.642891,32975
Air Arabia,ABY,A320,Airbus A320-214,CN-NMR,41.354965,2.249023,1775
Air Arabia,ABY,A320,Airbus A320-214,A6-ANO,28.865459,44.680374,36000
Air Arabia,ABY,A320,Airbus A320-214,A6-AOO,22.86334,45.839283,36000
Air Arabia,ABY,A321,Airbus A321-211,A6-ATI,25.473803,47.044182,18225
Air Arabia,ABY,A320,Airbus A320-214,A6-AOM,27.034561,45.581135,34950
Air Arabia,ABY,A320,Airbus A320-214,A6-AOB,27.110022,44.940578,36025
Air Arabia,ABY,A320,Airbus A320-214,A6-AQH,48.28981,51.732224,35975
Air Arabia,ABY,A21N,Airbus A321-251NX,A6-ATA,7.706726,41.861076,35000
Air Arabia,ABY,A320,Airbus A320-214,A6-ANE,29.344894,56.763927,36000
Air Arabia,ABY,A320,Airbus A320-214,CN-NMN,42.935486,-2.266569,35325
Air Arabia,ABY,A320,Airbus A320-214,A6-AOQ,26.643402,49.734848,2250
Air Arabia,ABY,A320,Airbus A320-214,A6-AUB,28.575859,49.247456,39025
Air Arabia,ABY,A320,Airbus A320-214,A6-AOK,20.220104,55.970749,37975
Air Arabia,ABY,A320,Airbus A320-214,A6-AUC,27.639404,68.291069,36000
Air Arabia,ABY,A320,Airbus A320-214,A6-AON,26.465149,51.676113,38000
Air Arabia,ABY,A320,Airbus A320-214,A6-ANT,23.260803,61.810532,39000
Air Arabia,ABY,A320,Airbus A320-214,A6-AOP,26.763533,75.928154,32000
Air Arabia,ABY,A320,Airbus A320-214,A6-AOT,23.682241,44.677612,39025
Air Arabia,ABY,A320,Airbus A320-214,A6-AOS,28.217127,42.912491,39000
Air Arabia,ABY,A320,Airbus A320-214,A6-AOV,25.652435,54.249115,19600
Air Arabia,ABY,A321,Airbus A321-211,A6-ATG,30.995783,73.144997,28000
Air Arabia,ABY,A320,Airbus A320-214,A6-AQG,25.469009,53.378651,26000
Air Astana,KZR,A21N,Airbus A321-271NX,EI-KGE,47.156891,19.234177,36000
Air Astana,KZR,A21N,Airbus A321-271NX,EI-KGI,41.492149,68.942017,32975
Air Astana,KZR,A21N,Airbus A321-271NX,EI-KGH,25.399879,77.242592,30025
Air Astana,KZR,A320,Airbus A320-232,EI-KBA,45.39006,75.521698,37050
Air Astana,KZR,B763,Boeing 767-3KY(ER),EI-KEB,46.570679,74.943306,36025
Air Astana,KZR,A321,Airbus A321-231,EI-KDB,49.3092,73.213104,34625
Air Astra,AWA,AT76,ATR 72-600,S2-STB,23.846134,90.401787,0
Air Astra,AWA,AT76,ATR 72-600,S2-STA,23.856365,90.390602,0
Air Baltic (100th A220 Sticker),BTI,BCS3,Airbus A220-300,YL-AAU,47.44595,19.225229,0
Air Baltic,BTI,BCS3,Airbus A220-300,YL-ABI,31.722044,-12.605219,36000
Air Baltic,BTI,BCS3,Airbus A220-300,YL-AAP,59.288044,24.909321,7675
Air Baltic,BTI,BCS3,Airbus A220-300,YL-CSN,29.134207,32.857792,32300
Air Baltic (Latvia's 100th anniversary Livery),BTI,BCS3,Airbus A220-300,YL-CSL,45.631439,8.733193,150
Air Baltic,BTI,BCS3,Airbus A220-300,YL-ABF,54.735809,25.19157,9375
Air Belgium (Hongyuan Group Livery),ABB,B748,Boeing 747-87UF,OE-LFC,41.124664,38.374557,31975
Air Belgium (Hongyuan Group Livery),ABB,A332,Airbus A330-243(P2F),OE-LAJ,48.602585,-51.603649,39000
Air Busan,ABL,A21N,Airbus A321-251NX,HL8526,18.73517,112.203423,34025
Air Busan,ABL,A21N,Airbus A321-251NX,HL8394,21.204712,117.66008,30000
Air Busan (World Expo 2030 at Busan Livery),ABL,A21N,Airbus A321-251NX,HL8504,25.296799,122.36425,32000
Air Busan,ABL,A320,Airbus A320-232,HL8309,31.293915,125.736908,30000
Air Busan,ABL,A21N,Airbus A321-251NX,HL8366,37.449554,126.440453,0
Air Busan,ABL,A320,Airbus A320-232,HL8055,34.907055,128.586609,14100
Air Cairo,MSC,A320,Airbus A320-214,SU-BPW,21.684643,39.136223,0
Air Cairo Link,MSC,AT76,ATR 72-600,SU-BVE,28.212616,34.08297,11750
Air Cairo,MSC,A20N,Airbus A320-251N,SU-BVJ,36.334534,24.573784,36025
Air Cairo,MSC,A20N,Airbus A320-251N,SU-BUP,25.287231,37.625935,37025
Air Cairo,MSC,A320,Airbus A320-214,SU-BUJ,21.69302,39.147495,0
Air Cairo,MSC,A20N,Airbus A320-251N,SU-BUR,29.211529,32.569508,21375
Air Cairo,MSC,A320,Airbus A320-214,SU-BPV,25.448294,43.308468,32000
Air Cairo,MSC,A320,Airbus A320-214,SU-BUV,29.776291,31.461464,31075
Air Cairo,MSC,A20N,Airbus A320-251N,SU-BUM,22.455868,38.801929,22000
Air Canada,ACA,B77L,Boeing 777-233(LR),C-FIUA,38.692871,71.092224,33000
Air Canada,ACA,B789,Boeing 787-9 Dreamliner,C-FRTW,49.187607,-124.373978,10850
Air Canada,ACA,B77L,Boeing 777-233(LR),C-FNND,36.668243,-137.433807,38004
Air Canada,ACA,B789,Boeing 787-9 Dreamliner,C-FNOI,39.600494,65.375282,39000
Air Canada,ACA,B77W,Boeing 777-333(ER),C-FIUL,40.862103,-133.978607,37000
Air Canada,ACA,B789,Boeing 787-9 Dreamliner,C-FVNB,52.021465,-137.996002,36996
Air Canada,ACA,B789,Boeing 787-9 Dreamliner,C-FGEI,50.487347,-126.24308,36950
Air Canada,ACA,B77W,Boeing 777-333(ER),C-FIVS,38.21022,42.07074,35000
Air Canada,ACA,B788,Boeing 787-8 Dreamliner,C-GHQQ,-22.530533,-46.246048,18225
Air Canada,ACA,B789,Boeing 787-9 Dreamliner,C-FNOG,57.102463,10.075792,38975
Air Canada,ACA,B789,Boeing 787-9 Dreamliner,C-FRSA,45.732307,165.338577,36000
Air Canada,ACA,B77L,Boeing 777-233(LR),C-FIUJ,17.488325,-160.642487,33000
Air Canada,ACA,B77W,Boeing 777-333(ER),C-FIVM,27.914543,-156.486176,32000
Air Canada,ACA,B789,Boeing 787-9 Dreamliner,C-FVLZ,60.402042,-43.718327,36000
Air Canada,ACA,A333,Airbus A330-343,C-GHKX,55.635742,-13.570004,36000
Air Canada,ACA,B38M,Boeing 737 MAX 8,C-FSDW,45.129082,-131.572189,37000
Air Canada,ACA,B77W,Boeing 777-333(ER),C-FIVW,45.972633,176.103973,31000
Air Canada,ACA,B789,Boeing 787-9 Dreamliner,C-FPQB,42.292385,163.887177,37000
Air Canada,ACA,B77W,Boeing 777-333(ER),C-FITL,45.887428,170.512482,33000
Air Canada,ACA,B38M,Boeing 737 MAX 8,C-FSEQ,40.772419,-137.139618,36000
Air Canada,ACA,B789,Boeing 787-9 Dreamliner,C-FGDZ,58.849777,-46.449921,38975
Air Canada,ACA,BCS3,Airbus A220-300,C-GUPG,43.678459,-79.610779,0
Air Canada,ACA,B77W,Boeing 777-333(ER),C-FNNQ,45.747414,169.995239,31000
Air Canada,ACA,A333,Airbus A330-343,C-GKUH,58.016376,-14.368286,36000
Air Canada,ACA,B788,Boeing 787-8 Dreamliner,C-GHPV,59.025764,-19.994087,37996
Air Canada,ACA,B38M,Boeing 737 MAX 8,C-GEJL,46.743256,-97.002983,36000
Air Canada,ACA,B789,Boeing 787-9 Dreamliner,C-FRTG,46.39389,21.013363,36975
Air Canada (Star Alliance Livery),ACA,A333,Airbus A330-343,C-GEGP,53.243317,-8.023787,38000
Air Canada,ACA,A333,Airbus A330-343,C-GHKR,33.245544,-80.89843,38000
Air Canada,ACA,A333,Airbus A330-343,C-GFAF,32.737244,-80.9972,38000
Air Canada,ACA,B38M,Boeing 737 MAX 8,C-FSIL,44.756161,-63.772755,4625
Air Canada,ACA,B789,Boeing 787-9 Dreamliner,C-FGDX,37.091705,144.624557,35000
Air Canada Cargo,ACA,B763,Boeing 767-38E(ER)(BDSF),C-GDUZ,34.771454,-83.635719,25525
Air Canada,ACA,A320,Airbus A320-214,C-FZQS,49.905861,-113.971428,31975
Air Canada,ACA,B789,Boeing 787-9 Dreamliner,C-FGFZ,54.757721,-14.013311,38000
Air Canada,ACA,B38M,Boeing 737 MAX 8,C-GMIU,44.602432,-77.472313,33650
Air Canada,ACA,B77W,Boeing 777-333(ER),C-FITU,45.281643,-92.833267,36000
Air Canada,ACA,BCS3,Airbus A220-300,C-GTZU,26.12146,-79.614296,18650
Air Canada,ACA,B77L,Boeing 777-233(LR),C-FNNH,52.822964,-1.253932,34000
Air Canada Express,ACA,DH8D,De Havilland Canada Dash 8-400,C-GGDU,44.890881,-65.534721,24975
Air Canada,ACA,A320,Airbus A320-214,C-GKOE,43.667629,-79.61898,0
Air Canada Express,ACA,DH8D,De Havilland Canada Dash 8-400,C-GJZG,50.011368,-113.852547,24000
Air Canada,ACA,BCS3,Airbus A220-300,C-GNBE,43.678917,-79.616158,0
Air Canada Express,ACA,E75S,Embraer E175SU,C-FEKI,43.487007,-79.473007,8425
Air Canada Express,ACA,CRJ9,Mitsubishi CRJ-900LR,C-FJQZ,51.010117,-115.42244,37450
Air Canada,ACA,A333,Airbus A330-343,C-GEFA,47.080582,-80.319603,38000
Air Canada,ACA,BCS3,Airbus A220-300,C-GTZS,43.807007,-80.129768,12225
Air Canada,ACA,A321,Airbus A321-211,C-GIUE,39.592072,-77.046638,33000
Air Canada Express,ACA,CRJ9,Mitsubishi CRJ-900LR,C-GCJZ,39.525787,-76.86525,12675
Air Canada,ACA,BCS3,Airbus A220-300,C-GWUT,32.894657,-97.042252,0
Air Canada,ACA,B789,Boeing 787-9 Dreamliner,C-FGEO,22.918213,119.129051,32975
Air Canada,ACA,A321,Airbus A321-211,C-FGKZ,44.023239,-84.889725,31975
Air Canada Express,ACA,E75S,Embraer E175SU,C-FFYG,42.411392,-75.088493,20825
Air Canada Express,ACA,DH8D,De Havilland Canada Dash 8-400,C-GGNZ,42.608551,-82.289909,6725
Air Canada Express,ACA,DH8D,De Havilland Canada Dash 8-400,C-GGFJ,45.269211,-74.716446,15425
Air Canada,ACA,B789,Boeing 787-9 Dreamliner,C-FRSR,53.140312,-1.386297,30625
Air Canada Express,ACA,CRJ9,Mitsubishi CRJ-900LR,C-FJZL,45.578457,-69.939102,39000
Air Canada,ACA,BCS3,Airbus A220-300,C-GUPK,43.682842,-79.616913,0
Air Canada,ACA,A320,Airbus A320-211,C-FNVU,50.891739,-115.698357,28525
Air Canada,ACA,BCS3,Airbus A220-300,C-GMZN,45.455978,-73.754738,0
Air Canada,ACA,B38M,Boeing 737 MAX 8,C-GELQ,52.417961,-115.749207,30000
Air Canada (Star Alliance Livery),ACA,A321,Airbus A321-211,C-GITU,50.9254,-111.455536,25275
Air Canada,ACA,A333,Airbus A330-343,C-GFAJ,45.690834,-74.511063,15850
Air Canada,ACA,A320,Airbus A320-214,C-GJVT,49.912594,-97.25145,0
Air Canada,ACA,B38M,Boeing 737 MAX 8,C-GEKZ,19.428797,-99.090347,0
Air Canada Express,ACA,DH8D,De Havilland Canada Dash 8-400,C-GGNY,54.590286,-121.501923,23000
Air Canada,ACA,B77L,Boeing 777-233(LR),C-FIVK,43.679218,-79.612442,0
Air Canada Cargo,ACA,B763,Boeing 767-300F,C-GXHI,43.672199,-79.614708,0
Air Canada,ACA,B77W,Boeing 777-333(ER),C-FNNW,49.756119,2.289927,20600
Air Canada,ACA,BCS3,Airbus A220-300,C-GVUN,43.679802,-79.612671,0
Air Canada,ACA,A321,Airbus A321-211,C-GJWN,43.673843,-79.608162,0
Air Canada,ACA,BCS3,Airbus A220-300,C-GJXE,43.683525,-79.600525,0
Air Canada Express,ACA,CRJ2,Mitsubishi CRJ-200ER,C-GJZZ,41.154327,-73.613037,17075
Air Canada,ACA,A320,Airbus A320-211,C-FDCA,43.796577,-78.700562,20625
Air Canada,ACA,A321,Airbus A321-211,C-GJWO,43.66975,-79.618065,0
Air Canada Express,ACA,E75S,Embraer E175SU,C-FEKD,45.322174,-73.653587,11575
Air Canada Express,ACA,CRJ9,Mitsubishi CRJ-900LR,C-GJUZ,45.458168,-73.554871,10175
Air Canada,ACA,A321,Airbus A321-211,C-GJVX,43.667118,-79.840721,5725
Air Canada,ACA,B789,Boeing 787-9 Dreamliner,C-FRSO,43.678951,-79.597466,0
Air Canada Express,ACA,DH8D,De Havilland Canada Dash 8-400,C-GJZF,43.553482,-79.908798,9875
Air Canada,ACA,B38M,Boeing 737 MAX 8,C-GEHQ,45.459961,-73.749901,0
Air Canada Express,ACA,CRJ9,Mitsubishi CRJ-900LR,C-GJFZ,45.420364,-73.019974,17425
Air Canada Express,ACA,E75S,Embraer E175SU,C-FRQW,42.164688,-87.580452,12375
Air Canada,ACA,B789,Boeing 787-9 Dreamliner,C-FRTU,45.458553,-73.740265,0
Air Canada,ACA,B789,Boeing 787-9 Dreamliner,C-FGDT,51.464939,-0.440233,0
Air Canada,ACA,B789,Boeing 787-9 Dreamliner,C-FVLU,-33.370571,-70.801735,0
Air Canada,ACA,B38M,Boeing 737 MAX 8,C-GELJ,43.667267,-79.677383,1600
Air Canada,ACA,BCS3,Airbus A220-300,C-GUPL,45.455624,-73.756325,0
Air Canada Express,ACA,E75S,Embraer E175SU,C-FJBO,45.461567,-73.748322,0
Air Canada,ACA,BCS3,Airbus A220-300,C-GUAC,45.565422,-73.604004,4325
Air Canada Express,ACA,E75S,Embraer E175SU,C-FEKS,45.459263,-73.741692,0
Air Canada,ACA,B789,Boeing 787-9 Dreamliner,C-FVNF,43.681309,-79.623093,0
Air Canada Express,ACA,CRJ9,Mitsubishi CRJ-900LR,C-GJAZ,45.460449,-73.745178,0
Air Canada Express,ACA,CRJ9,Mitsubishi CRJ-900LR,C-GLJZ,45.459732,-73.759529,0
Air Canada Express,ACA,DH8D,De Havilland Canada Dash 8-400,C-GYJZ,54.478409,-128.590393,0
Air Canada Express,ACA,DH8D,De Havilland Canada Dash 8-400,C-GJZD,43.615173,-79.337387,5100
Air Canada Express,ACA,CRJ9,Mitsubishi CRJ-900LR,C-FUJZ,43.678871,-79.608047,0
Air Canada Rouge,ROU,A320,Airbus A320-214,C-GFCI,47.870499,-88.118866,33000
Air Canada Rouge,ROU,A321,Airbus A321-211,C-GYGU,32.51078,-81.751007,31975
Air Canada Rouge,ROU,A321,Airbus A321-211,C-FJQD,40.928867,-79.639832,32000
Air Canada Rouge,ROU,A319,Airbus A319-114,C-FYJH,37.079647,-76.506279,36000
Air Canada Rouge,ROU,A319,Airbus A319-114,C-FYJG,33.84613,-80.895538,34025
Air Canada Rouge,ROU,A321,Airbus A321-211,C-FJQL,35.631874,-80.469475,38025
Air Canada Rouge,ROU,A319,Airbus A319-114,C-GBHR,37.827072,-80.461761,30025
Air Canada Rouge,ROU,A321,Airbus A321-211,C-GYFY,32.314144,-81.219963,37000
Air Canada Rouge,ROU,A319,Airbus A319-114,C-FYIY,36.844528,-80.706879,38000
Air Canada Rouge,ROU,A321,Airbus A321-211,C-FJQH,44.572403,-74.126198,21000
Air Canada Rouge,ROU,A319,Airbus A319-114,C-GBIJ,43.033493,-80.813011,26000
Air Canada Rouge,ROU,A321,Airbus A321-211,C-GYFM,26.190033,-80.222321,13575
Air Canada Rouge,ROU,A321,Airbus A321-211,C-FJOU,45.507477,-73.678047,2150
Air Canada Rouge,ROU,A319,Airbus A319-114,C-FZUG,50.438011,-104.665596,0
Air Canada Rouge,ROU,A321,Airbus A321-211,C-GKFA,43.630993,-79.771599,4825
Air Canada Rouge,ROU,A319,Airbus A319-114,C-FYKW,43.682487,-79.617455,0
Air Canada Rouge,ROU,A319,Airbus A319-114,C-GBIN,45.458817,-73.744911,0
Air Caraïbes,FWI,A35K,Airbus A350-1041,F-HTOO,38.048859,-29.924538,38000
Air Caraïbes,FWI,A35K,Airbus A350-1041,F-HSIS,44.82645,-13.693943,36000
Air Caraïbes,FWI,A359,Airbus A350-941,F-HTRE,44.709377,-14.961491,40000
Air Caraïbes,FWI,A359,Airbus A350-941,F-HNET,47.932663,-0.744804,31300
Air Caraïbes,FWI,AT76,ATR 72-600,F-OSIV,16.256882,-61.59726,875
Air Care Alliance,CMF,P32R,Piper PA-32R-301T,N4294P,31.282791,-92.371758,3700
Air Cargo Carriers,SNC,C208,Cessna 208B Grand Caravan,N600TG,17.699799,-64.820152,150
Air Cargo Carriers,SNC,C208,Cessna 208B Grand Caravan,N409MN,18.407499,-65.61969,3575
Air Central,LHA,B738,Boeing 737-86N(BCF),B-220L,33.707077,113.149628,23600
Air Central,LHA,B738,Boeing 737-8AS(BCF),B-220M,34.978516,114.61544,24600
Air Century,CEY,CRJ2,Mitsubishi CRJ-200ER,HI1034,22.190002,-80.499825,30000
Air Century,CEY,JS32,BAe Jetstream 32,HI956,18.472687,-71.56749,14400
Air Changan,CGN,B738,Boeing 737-8FH,B-5115,22.123579,113.020378,6525
Air Changan,CGN,B738,Boeing 737-86J,B-1903,23.5606,107.78624,22575
Air Changan,CGN,B738,Boeing 737-8EH,B-1483,25.056789,110.98233,23600
Air Changan,CGN,B738,Boeing 737-86N,B-5328,29.068501,109.647148,33100
Air Changan,CGN,B738,Boeing 737-84P,B-1163,28.34244,106.940758,29100
Air Changan,CGN,B738,Boeing 737-84P,B-1162,32.513016,116.651878,26050
Air Changan,CGN,B738,Boeing 737-8EH,B-1482,24.359016,116.481094,32100
Air Changan,CGN,B738,Boeing 737-86N,B-5326,38.79282,118.979187,9800
Air Changan,CGN,B738,Boeing 737-8FH,B-5116,31.735577,118.861366,0
Air Charter Scotland,EDC,E550,Embraer Legacy 500,G-WLKR,51.835346,-1.313057,0
Air China,CCA,A359,Airbus A350-941,B-32F0,59.146824,26.530123,40000
Air China,CCA,B77W,Boeing 777-39L(ER),B-2087,60.138741,-145.653503,33000
Air China,CCA,A332,Airbus A330-243,B-5925,61.840786,51.038208,38000
Air China,CCA,A359,Airbus A350-941,B-321M,58.063568,21.787573,38000
Air China,CCA,B789,Boeing 787-9 Dreamliner,B-7898,59.404186,27.839287,37975
Air China,CCA,B77W,Boeing 777-39L(ER),B-2037,59.365826,27.632881,34000
Air China,CCA,B748,Boeing 747-89L,B-2485,64.675049,-164.454788,34000
Air China,CCA,B77W,Boeing 777-39L(ER),B-2043,57.45776,38.251965,24225
Air China (Star Alliance Livery),CCA,B77W,Boeing 777-39L(ER),B-2032,57.862057,41.315014,34000
Air China,CCA,A359,Airbus A350-941,B-321N,61.475647,41.260822,38000
Air China (50° Anniversaire Chine-France Livery),CCA,B77W,Boeing 777-39L(ER),B-2047,61.668915,44.407619,34000
Air China,CCA,A333,Airbus A330-343,B-8577,23.087116,81.842957,36000
Air China,CCA,B789,Boeing 787-9 Dreamliner,B-7832,3.478374,152.1064,37996
Air China,CCA,B38M,Boeing 737 MAX 8,B-1395,11.653015,108.526878,36000
Air China,CCA,A320,Airbus A320-214,B-9923,-0.394996,104.941925,35000
Air China,CCA,A333,Airbus A330-343,B-8383,55.684067,79.800446,34000
Air China,CCA,A333,Airbus A330-343,B-6511,37.82132,116.5644,24925
Air China,CCA,B738,Boeing 737-89L,B-5426,28.845861,106.672829,13875
Air China,CCA,B38M,Boeing 737 MAX 8,B-1223,28.897488,113.510201,33100
Air China,CCA,B77W,Boeing 777-39L(ER),B-1428,-9.778158,132.545883,32000
Air China,CCA,A320,Airbus A320-232,B-8337,27.906651,117.660667,29150
Air China,CCA,A359,Airbus A350-941,B-326Y,25.971169,115.709167,39100
Air China,CCA,A321,Airbus A321-232,B-1833,19.849686,110.494453,7775
Air China,CCA,B738,Boeing 737-89L,B-1977,25.614298,103.007919,36100
Air China,CCA,A21N,Airbus A321-251NX,B-327T,30.494888,105.313812,12800
Air China,CCA,A359,Airbus A350-941,B-32AL,55.057983,21.025002,37000
Air China,CCA,B789,Boeing 787-9 Dreamliner,B-1466,20.070484,113.396431,36000
Air China,CCA,A333,Airbus A330-343,B-8385,54.015537,19.080828,35000
Air China,CCA,A321,Airbus A321-213,B-6363,37.351978,121.574471,30125
Air China,CCA,A332,Airbus A330-243,B-6540,31.486633,123.433655,22650
Air China,CCA,A333,Airbus A330-343,B-6523,30.560085,103.942657,0
Air China,CCA,A319,Airbus A319-115,B-6038,44.09544,88.671501,14825
Air China,CCA,B38M,Boeing 737 MAX 8,B-1225,23.850769,109.101006,32100
Air China,CCA,A332,Airbus A330-243,B-5927,39.259689,116.473885,12975
Air China,CCA,B77W,Boeing 777-39L(ER),B-2040,41.900986,95.139107,32100
Air China,CCA,A359,Airbus A350-941,B-32F1,26.332993,108.064941,29825
Air China,CCA,A21N,Airbus A321-251NX,B-328N,25.164322,110.004326,30100
Air China,CCA,B38M,Boeing 737 MAX 8,B-209Q,28.599331,106.988983,24600
Air China,CCA,A321,Airbus A321-213,B-6633,30.028748,104.600883,8575
Air China,CCA,B738,Boeing 737-89L,B-5572,25.735428,110.488152,30100
Air China,CCA,A321,Airbus A321-213,B-6596,30.482529,103.919464,2300
Air China,CCA,A321,Airbus A321-213,B-6711,30.006409,104.369743,5150
Air China,CCA,A320,Airbus A320-214,B-1873,39.920013,116.621307,2600
Air China,CCA,A21N,Airbus A321-251NX,B-32CD,30.309036,103.716972,5400
Air China,CCA,A321,Airbus A321-213,B-6386,40.039627,116.602661,125
Air China,CCA,B738,Boeing 737-89L,B-5518,30.844025,103.946716,11800
Air China (Beautiful Sichuan Livery),CCA,A321,Airbus A321-213,B-6361,25.676538,109.913445,32100
Air China,CCA,A359,Airbus A350-941,B-1083,26.040344,114.051926,27350
Air China (Gold Peony Livery),CCA,B738,Boeing 737-89L,B-5390,25.808981,109.657028,23600
Air China,CCA,B737,Boeing 737-79L,B-5228,38.93898,117.434174,2250
Air China,CCA,A359,Airbus A350-941,B-32EZ,36.28458,114.737648,35100
Air China (Jin Li Livery),CCA,A332,Airbus A330-243,B-6071,19.624695,108.181297,21450
Air China,CCA,B738,Boeing 737-89L,B-1975,28.562895,121.425705,0
Air China,CCA,B38M,Boeing 737 MAX 8,B-1393,18.937363,103.238869,35000
Air China,CCA,A21N,Airbus A321-251NX,B-32A1,28.051727,113.232208,2200
Air China,CCA,B77W,Boeing 777-39L(ER),B-2046,59.224934,30.33799,33000
Air China,CCA,A319,Airbus A319-115,B-6216,30.184937,120.288177,2100
Air China,CCA,A319,Airbus A319-131,B-6031,30.628235,119.88324,15825
Air China,CCA,A320,Airbus A320-232,B-6882,30.97176,121.852386,2950
Air China,CCA,B789,Boeing 787-9 Dreamliner,B-1431,49.549576,9.698109,32000
Air China,CCA,AJ27,Comac ARJ-21-700,B-91AD,40.218109,111.958366,17700
Air China,CCA,A321,Airbus A321-213,B-1639,22.988287,115.985359,30125
Air China,CCA,B738,Boeing 737-89L,B-6496,27.078415,107.038345,23600
Air China,CCA,A321,Airbus A321-213,B-6701,32.213589,120.869682,4400
Air China (Pink Peony Livery),CCA,B737,Boeing 737-79L,B-5211,38.27367,114.328232,17925
Air China,CCA,A333,Airbus A330-343,B-5919,28.866949,113.751259,38100
Air China,CCA,A359,Airbus A350-941,B-32D3,29.00181,111.572731,38100
Air China,CCA,B738,Boeing 737-89L,B-1416,37.032349,103.573959,25850
Air China,CCA,B738,Boeing 737-89L,B-1529,34.699478,111.03418,33100
Air China,CCA,A333,Airbus A330-343,B-6513,35.843632,117.244148,34100
Air China,CCA,A20N,Airbus A320-251N,B-326V,39.557049,95.514236,32100
Air China (Star Alliance Livery),CCA,A332,Airbus A330-243,B-6093,37.83482,109.55172,33100
Air China,CCA,B38M,Boeing 737 MAX 8,B-1398,43.733315,124.883354,6600
Air China,CCA,B738,Boeing 737-89L,B-6497,38.018555,116.464783,24425
Air China,CCA,B738,Boeing 737-89L,B-5622,32.203308,107.716331,32100
Air China,CCA,A21N,Airbus A321-251NX,B-327U,30.35408,111.885139,32100
Air China,CCA,B738,Boeing 737-89L,B-1764,29.186438,115.660828,11800
Air China,CCA,A321,Airbus A321-213,B-6631,38.118576,113.921616,33100
Air China,CCA,A359,Airbus A350-941,B-328Q,37.80447,115.568649,24650
Air China,CCA,A21N,Airbus A321-251NX,B-325A,30.433664,103.896774,3350
Air China,CCA,A21N,Airbus A321-271N,B-30AG,38.932339,97.686493,31100
Air China,CCA,B737,Boeing 737-79L,B-5803,36.45937,110.453453,33350
Air China,CCA,A20N,Airbus A320-271N,B-309R,30.243568,120.428009,0
Air China,CCA,A320,Airbus A320-214,B-304E,30.25272,109.956673,30125
Air China,CCA,B738,Boeing 737-89L,B-5679,31.64151,118.479088,18175
Air China,CCA,B738,Boeing 737-89L,B-1767,38.967201,116.336853,16450
Air China,CCA,A333,Airbus A330-343,B-6530,32.970436,107.363777,30100
Air China,CCA,B738,Boeing 737-89L,B-5682,27.949081,105.355034,32100
Air China,CCA,A320,Airbus A320-232,B-6677,23.67219,113.389793,2825
Air China,CCA,A20N,Airbus A320-271N,B-8890,22.633255,107.964447,5100
Air China,CCA,B738,Boeing 737-89L,B-1766,38.26936,105.836212,34100
Air China,CCA,AJ27,Comac ARJ-21-700,B-653L,46.74847,125.134117,0
Air China,CCA,B38M,Boeing 737 MAX 8,B-1180,31.232269,116.639977,30100
Air China,CCA,A320,Airbus A320-214,B-304F,37.348999,117.412857,32100
Air China,CCA,B738,Boeing 737-89L,B-5392,21.226379,109.930618,13675
Air China,CCA,B738,Boeing 737-89L,B-1219,38.647247,116.415672,12775
Air China,CCA,A320,Airbus A320-232,B-6733,30.222153,120.372131,500
Air China,CCA,A320,Airbus A320-232,B-6918,30.92441,114.858513,34700
Air China,CCA,A333,Airbus A330-343,B-5906,30.89012,121.308609,34725
Air China,CCA,B738,Boeing 737-89L,B-5341,31.725679,109.8293,37100
Air China,CCA,A333,Airbus A330-343,B-5957,25.65308,107.661591,31100
Air China,CCA,A321,Airbus A321-213,B-1816,30.884769,117.001381,31100
Air China,CCA,B738,Boeing 737-89L,B-6499,45.36166,126.088547,4325
Air China,CCA,A321,Airbus A321-232,B-6823,29.950195,116.62262,26575
Air China,CCA,B738,Boeing 737-89L,B-1978,31.724697,118.867096,0
Air China,CCA,B738,Boeing 737-89L,B-1956,36.653229,109.188652,17700
Air China,CCA,B737,Boeing 737-79L,B-5045,37.985508,116.493111,19850
Air China,CCA,A319,Airbus A319-115,B-6014,39.109219,91.795547,33100
Air China,CCA,A20N,Airbus A320-271N,B-32FJ,30.355408,104.285187,6725
Air China,CCA,A320,Airbus A320-232,B-8429,30.64554,111.22139,29100
Air China,CCA,A332,Airbus A330-243,B-5932,30.872219,113.198982,35100
Air China,CCA,B738,Boeing 737-89L,B-5570,40.447399,115.264343,15475
Air China,CCA,B77W,Boeing 777-39L(ER),B-2039,31.561159,120.413727,13350
Air China,CCA,B738,Boeing 737-89L,B-1530,42.455551,120.129883,30100
